storeid,completestorename,city,pct_negative,pct_neutral,pct_positive,review_count,top_complaint_aspect,top_praise_aspect
xgz6,Jimchan pan Asian Chinese,Lahore,45.94594594594595,5.405405405405405,48.64864864864865,37,quantity,taste
c3yb,Karachi Al Naz Biryani,Rawalpindi,29.72972972972973,5.405405405405405,64.86486486486487,37,taste,taste
zezq,Master Chef Fast Food,Lahore,54.054054054054056,8.108108108108109,37.83783783783784,37,taste,taste
hd13,Agha Nasarullah Juice,Karachi,48.64864864864865,8.108108108108109,43.24324324324324,37,taste,taste
w8vb,Kowloon Chinese Restaurant,Karachi,59.45945945945946,10.81081081081081,29.72972972972973,37,taste,taste
tbat,Tim Hortons - Sialkot,Sialkot,45.94594594594595,10.81081081081081,43.24324324324324,37,taste,taste
v9pc,Big Chef Ice Bar and Fast Food,Sahiwal,40.54054054054054,13.513513513513514,45.94594594594595,37,quantity,taste
vm0m,Kashee Foods,Karachi,45.94594594594595,2.7027027027027026,51.35135135135135,37,taste,taste
e6q1,Cheezy Slice,Multan,35.13513513513514,2.7027027027027026,62.16216216216216,37,taste,taste
e7m7,Chef – The Taste,Karachi,40.54054054054054,2.7027027027027026,56.75675675675676,37,taste,taste
ou6j,BS Lasani Lahori Murgh Cholay & Paye,Karachi,59.45945945945946,0.0,40.54054054054054,37,taste,taste
et33,Frendzy Kitchen,Faisalabad,47.22222222222222,5.555555555555555,47.22222222222222,36,taste,taste
ew0b,Turkish Donner & Pizza,Gujranwala,47.22222222222222,5.555555555555555,47.22222222222222,36,taste,taste
euqu,Darbar Halwa puri & kachori,Karachi,58.333333333333336,11.11111111111111,30.555555555555557,36,taste,taste
o2y1,Wholesome Donuts,Lahore,69.44444444444444,5.555555555555555,25.0,36,taste,taste
xnoh,Bundu Khan Islamabad,Islamabad,61.111111111111114,5.555555555555555,33.33333333333333,36,taste,taste
xbqj,Pizzaplex - Gujranwala,Gujranwala,50.0,11.11111111111111,38.88888888888889,36,taste,taste
ijah,The Halal Hut,Rawalpindi,30.555555555555557,8.333333333333332,61.111111111111114,36,quantity,taste
yb4c,Coffee Wagera - Jauhar,Karachi,44.44444444444444,5.555555555555555,50.0,36,taste,taste
fm4j,Bite-Sized Bliss,Gujranwala,36.11111111111111,8.333333333333332,55.55555555555556,36,taste,taste
u9b7,Khoraak Khaana,Islamabad,66.66666666666666,2.7777777777777777,30.555555555555557,36,quantity,taste
fytg,Creations,Lahore,55.55555555555556,5.555555555555555,38.88888888888889,36,taste,taste
frrs,Pasta & Rice Bowl Bistro,Karachi,36.11111111111111,13.88888888888889,50.0,36,taste,taste
yl5y,Sweet Creme - People Colony,Gujranwala,27.77777777777778,11.11111111111111,61.111111111111114,36,taste,taste
rwv7,Boom Boom Roll,Rawalpindi,41.66666666666667,2.7777777777777777,55.55555555555556,36,taste,taste
nwbm,Bar.B.Q. HUB - Walton,Lahore,44.44444444444444,8.333333333333332,47.22222222222222,36,hygiene,taste
xi01,Momos Hub,Dera Ghazi Khan,33.33333333333333,2.7777777777777777,63.888888888888886,36,taste,taste
